Designação;Alt. Total;Alt. Fora Solo;Bet./Met.;Fz;Fxa;Fya;Fxb;Fyb;Peso;V.Esc;B.Normal;B.Moldado;B.Ciclopico;
F65MD/18;25,6;22,7;M;2695;273;6055;273;6055;4153;38,88;5,78;3,48;0,00;
F65MD/21;28,6;25,7;M;2695;273;6055;273;6055;4732;38,88;5,78;3,48;0,00;
F65MD/24;31,6;28,7;M;2695;273;6055;273;6055;5377;38,88;5,78;3,48;0,00;
F65MD/27;34,6;31,7;M;2695;273;6055;273;6055;6006;38,88;5,78;3,48;0,00;
F65MD/30;37,6;34,7;M;2695;273;6055;273;6055;6740;38,88;5,78;3,48;0,00;
F65MD/33;40,6;37,7;M;2695;273;6055;273;6055;7484;38,88;5,78;3,48;0,00;
F95CA/15;24,0;21,1;M;2695;270;9021;8456;907;4318;34,68;5,18;3,03;0,00;
F95CA/18;27,0;24,1;M;2695;270;9021;8456;907;5061;34,68;5,18;3,03;0,00;
F95CA/21;30,0;27,1;M;2695;270;9021;8456;907;5807;34,68;5,18;3,03;0,00;
F95CA/24;33,0;30,1;M;2695;270;9021;8456;907;6573;38,88;5,78;3,33;0,00;
F95CA/27;36,0;33,1;M;2695;270;9021;8456;907;7413;38,88;5,78;3,33;0,00;
F95CA/30;39,0;36,1;M;2695;270;9021;8456;907;8210;38,88;5,78;3,33;0,00;
F95CA/33;42,0;39,1;M;2695;270;9021;8456;907;9150;38,88;5,78;3,33;0,00;
F95CD/15;26,7;23,8;M;3355;273;9072;8162;1204;4940;34,68;5,18;3,03;0,00;
F95CD/18;29,7;26,8;M;3355;273;9072;8162;1204;5683;34,68;5,18;3,03;0,00;
F95CD/21;32,7;29,8;M;3355;273;9072;8162;1204;6429;34,68;5,18;3,03;0,00;
F95CD/24;35,7;32,8;M;3355;273;9072;8162;1204;7195;38,88;5,78;3,33;0,00;
F95CD/27;38,7;35,8;M;3355;273;9072;8162;1204;8035;38,88;5,78;3,33;0,00;
F95CD/30;41,7;38,8;M;3355;273;9072;8162;1204;8832;38,88;5,78;3,33;0,00;
F95CD/33;44,7;41,8;M;3355;273;9072;8162;1204;9772;38,88;5,78;3,33;0,00;
F95MD/15;22,7;19,8;M;3355;273;9072;8162;1204;4940;34,68;5,18;3,03;0,00;
F95MD/18;25,7;22,8;M;3355;273;9072;8162;1204;5683;34,68;5,18;3,03;0,00;
F95MD/21;28,7;25,8;M;3355;273;9072;8162;1204;6429;34,68;5,18;3,03;0,00;
F95MD/24;31,7;28,8;M;3355;273;9072;8162;1204;7195;38,88;5,78;3,33;0,00;
F95MD/27;34,7;31,8;M;3355;273;9072;8162;1204;8035;38,88;5,78;3,33;0,00;
F95MD/30;37,7;34,8;M;3355;273;9072;8162;1204;8832;38,88;5,78;3,33;0,00;
F95MD/33;40,7;37,8;M;3355;273;9072;8162;1204;9772;38,88;5,78;3,33;0,00;
GR1;21,4;18,4;M;3237;16286;16286;16286;16286;5820;69,12;20,74;1,60;0,00;
GR10;48,4;45,4;M;3237;16286;16286;16286;16286;15320;69,12;20,74;1,60;0,00;
GR11;51,4;48,4;M;3237;16286;16286;16286;16286;16380;69,12;20,74;1,60;0,00;
GR12;54,4;51,4;M;3237;16286;16286;16286;16286;17420;69,12;20,74;1,60;0,00;
GR2;24,4;21,4;M;3237;16286;16286;16286;16286;7126;69,12;20,74;1,60;0,00;
GR3;27,4;24,4;M;3237;16286;16286;16286;16286;8261;69,12;20,74;1,60;0,00;
GR4;30,4;27,4;M;3237;16286;16286;16286;16286;9374;69,12;20,74;1,60;0,00;
GR5;33,4;30,4;M;3237;16286;16286;16286;16286;10342;69,12;20,74;1,60;0,00;
GR6;36,4;33,4;M;3237;16286;16286;16286;16286;11546;69,12;20,74;1,60;0,00;
GR7;39,4;36,4;M;3237;16286;16286;16286;16286;12595;69,12;20,74;1,60;0,00;
GR8;42,4;39,4;M;3237;16286;16286;16286;16286;13905;69,12;20,74;1,60;0,00;
GR9;45,4;42,4;M;3237;16286;16286;16286;16286;14250;69,12;20,74;1,60;0,00;
GS1;22,2;19,8;M;3254;3142;3142;3142;3142;2099;14,11;5,18;1,25;0,00;
GS10;49,2;46,8;M;2565;2937;2937;2937;2937;7011;25,09;9,22;1,25;0,00;
GS11;52,2;49,8;M;2565;2937;2937;2937;2937;8918;25,09;9,22;1,25;0,00;
GS12;55,2;52,8;M;2565;2937;2937;2937;2937;10820;25,09;9,22;1,25;0,00;
GS13;58,2;55,8;M;2565;2937;2937;2937;2937;12730;25,09;9,22;1,25;0,00;
GS14;61,2;58,8;M;2565;2937;2937;2937;2937;14636;25,09;9,22;1,25;0,00;
GS2;25,2;22,8;M;3254;3142;3142;3142;3142;2389;14,11;5,18;1,25;0,00;
GS3;28,2;25,8;M;3254;3142;3142;3142;3142;2747;14,11;5,18;1,25;0,00;
GS4;31,2;28,8;M;3062;2990;2990;2990;2990;3278;14,11;5,18;1,25;0,00;
GS5;34,2;31,8;M;3062;2990;2990;2990;2990;3735;14,11;5,18;1,25;0,00;
GS6;37,2;34,8;M;2565;2937;2937;2937;2937;4303;25,09;9,22;1,25;0,00;
GS7;40,2;37,8;M;2565;2937;2937;2937;2937;4830;25,09;9,22;1,25;0,00;
GS8;43,2;40,8;M;2565;2937;2937;2937;2937;5441;25,09;9,22;1,25;0,00;
GS9;46,2;43,8;M;2565;2937;2937;2937;2937;6007;25,09;9,22;1,25;0,00;
P1000/12;14,7;12,8;M;400;1000;1000;1000;1000;640;5,18;0,00;0,78;5,18;
P1000/14;16,7;14,8;M;400;1000;1000;1000;1000;793;5,18;0,00;0,78;5,18;
P1000/16;18,7;16,8;M;400;1000;1000;1000;1000;904;5,18;0,00;0,78;5,18;
P1000/18;20,7;18,8;M;400;1000;1000;1000;1000;1016;5,18;0,00;0,78;5,18;
P1000/20;23,0;21,0;M;400;1000;1000;1000;1000;1201;7,42;0,00;1,06;7,42;
P1000/22;25,2;23,2;M;400;1000;1000;1000;1000;1338;7,42;0,00;1,06;7,42;
P1000/24;26,8;24,8;M;400;1000;1000;1000;1000;1450;7,42;0,00;1,06;7,42;
P1000/26;28,8;26,7;M;400;1000;1000;1000;1000;1652;10,26;0,00;1,40;10,26;
P1000/28;30,8;28,7;M;400;1000;1000;1000;1000;1804;10,26;0,00;1,40;10,26;
P1000/30;32,9;30,8;M;400;1000;1000;1000;1000;2001;10,26;0,00;1,40;10,26;
P1000/33;35,8;33,7;M;400;1000;1000;1000;1000;2305;13,56;0,00;1,82;13,56;
P1000/36;38,9;36,8;M;400;1000;1000;1000;1000;2557;13,56;0,00;1,82;13,56;
P1000/42;45,5;42,8;M;400;1000;1000;1000;1000;3215;16,67;3,57;1,60;0,00;
P12000/12;16,3;12,8;M;2000;12000;12000;12000;12000;2618;25,59;0,00;2,14;25,59;
P12000/14;19,1;15,6;M;2000;12000;12000;12000;12000;3341;25,59;0,00;2,14;25,59;
P12000/16;20,6;17,1;M;2000;12000;12000;12000;12000;3728;25,59;0,00;2,14;25,59;
P12000/18;22,3;18,8;M;2000;12000;12000;12000;12000;4379;25,59;0,00;2,14;25,59;
P12000/20;25,2;21,6;M;2000;12000;12000;12000;12000;4916;36,61;0,00;2,98;36,61;
P12000/22;26,7;23,1;M;2000;12000;12000;12000;12000;5298;36,61;0,00;2,98;36,61;
P12000/24;28,4;24,8;M;2000;12000;12000;12000;12000;5850;36,61;0,00;2,98;36,61;
P12000/26;30,6;26,7;M;2000;12000;12000;12000;12000;6850;73,27;10,83;2,30;0,00;
P12000/28;32,6;28,7;M;2000;12000;12000;12000;12000;7335;73,27;10,83;2,30;0,00;
P12000/30;34,7;30,8;M;2000;12000;12000;12000;12000;7820;73,27;10,83;2,30;0,00;
P12000/33;38,6;34,7;M;2000;12000;12000;12000;12000;9073;80,28;11,84;2,30;0,00;
P12000/36;40,7;36,8;M;2000;12000;12000;12000;12000;9860;80,28;11,84;2,30;0,00;
P12000/42;46,7;42,8;M;2000;12000;12000;12000;12000;12033;99,20;14,59;2,30;0,00;
P1500/12;14,9;12,8;M;400;1500;1500;1500;1500;697;6,89;0,00;0,96;6,89;
P1500/14;17,3;15,2;M;400;1500;1500;1500;1500;896;6,89;0,00;0,96;6,89;
P1500/16;19,1;17,0;M;400;1500;1500;1500;1500;1025;6,89;0,00;0,96;6,89;
P1500/18;20,9;18,8;M;400;1500;1500;1500;1500;1183;6,89;0,00;0,96;6,89;
P1500/20;23,0;20,8;M;400;1500;1500;1500;1500;1420;9,37;0,00;1,21;9,37;
P1500/22;25,0;22,8;M;400;1500;1500;1500;1500;1581;9,37;0,00;1,21;9,37;
P1500/24;27,0;24,8;M;400;1500;1500;1500;1500;1741;9,37;0,00;1,21;9,37;
P1500/26;29,9;27,1;M;400;1500;1500;1500;1500;2090;17,27;3,57;1,66;0,00;
P1500/28;32,3;29,5;M;400;1500;1500;1500;1500;2261;17,27;3,57;1,66;0,00;
P1500/30;33,6;30,8;M;400;1500;1500;1500;1500;2472;17,27;3,57;1,66;0,00;
P1500/33;36,5;33,7;M;400;1500;1500;1500;1500;2883;22,41;4,64;1,66;0,00;
P1500/36;39,6;36,8;M;400;1500;1500;1500;1500;3173;22,41;4,64;1,66;0,00;
P1500/42;45,6;42,8;M;400;1500;1500;1500;1500;4023;27,87;5,77;1,66;0,00;
P1500/48;51,6;48,8;M;400;1500;1500;1500;1500;4886;33,52;6,94;1,66;0,00;
P15000/12;16,4;12,8;M;2000;15000;15000;15000;15000;3186;32,64;0,00;2,70;32,64;
P15000/14;19,2;15,6;M;2000;15000;15000;15000;15000;4119;32,64;0,00;2,70;32,64;
P15000/16;20,7;17,1;M;2000;15000;15000;15000;15000;4600;32,64;0,00;2,70;32,64;
P15000/18;22,4;18,8;M;2000;15000;15000;15000;15000;5082;32,64;0,00;2,70;32,64;
P15000/20;24,9;20,7;M;2000;15000;15000;15000;15000;6082;70,88;9,76;2,50;0,00;
P15000/22;26,8;22,6;M;2000;15000;15000;15000;15000;6559;70,88;9,76;2,50;0,00;
P15000/24;29,0;24,8;M;2000;15000;15000;15000;15000;7035;70,88;9,76;2,50;0,00;
P15000/26;30,6;26,7;M;2000;15000;15000;15000;15000;7971;92,93;13,68;2,30;0,00;
P15000/28;32,5;28,6;M;2000;15000;15000;15000;15000;8464;92,93;13,68;2,30;0,00;
P15000/30;34,7;30,8;M;2000;15000;15000;15000;15000;8956;92,93;13,68;2,30;0,00;
P15000/36;40,7;36,8;M;2000;15000;15000;15000;15000;11259;100,00;14,70;2,30;0,00;
P15000/42;46,7;42,8;M;2000;15000;15000;15000;15000;13647;106,50;15,65;2,30;0,00;
P2000/12;15,1;12,8;M;2000;2000;2000;2000;2000;941;7,48;0,00;0,95;7,48;
P2000/14;17,5;15,2;M;2000;2000;2000;2000;2000;1161;7,48;0,00;0,95;7,48;
P2000/16;19,3;17,0;M;2000;2000;2000;2000;2000;1310;7,48;0,00;0,95;7,48;
P2000/18;21,1;18,8;M;2000;2000;2000;2000;2000;1459;7,48;0,00;0,95;7,48;
P2000/20;23,2;20,7;M;2000;2000;2000;2000;2000;1754;10,10;0,00;1,19;10,10;
P2000/22;25,2;22,7;M;2000;2000;2000;2000;2000;1929;10,10;0,00;1,19;10,10;
P2000/24;27,3;24,8;M;2000;2000;2000;2000;2000;2141;10,10;0,00;1,19;10,10;
P2000/26;29,7;27,1;M;2000;2000;2000;2000;2000;2456;13,07;0,00;1,45;13,07;
P2000/28;32,1;29,5;M;2000;2000;2000;2000;2000;2653;13,07;0,00;1,45;13,07;
P2000/30;33,4;30,8;M;2000;2000;2000;2000;2000;2888;13,07;0,00;1,45;13,07;
P2000/33;37,0;34,3;M;2000;2000;2000;2000;2000;3343;16,44;0,00;1,74;16,44;
P2000/36;39,5;36,8;M;2000;2000;2000;2000;2000;3681;16,44;0,00;1,74;16,44;
P2000/42;46,0;42,8;M;2000;2000;2000;2000;2000;4698;29,70;5,40;1,92;0,00;
P2000/48;52,0;48,8;M;2000;2000;2000;2000;2000;5642;35,50;6,46;1,92;0,00;
P3000/12;15,3;12,8;M;2000;3000;3000;3000;3000;1224;9,36;0,00;1,07;9,36;
P3000/14;17,4;14,9;M;2000;3000;3000;3000;3000;1453;9,36;0,00;1,07;9,36;
P3000/16;19,8;17,3;M;2000;3000;3000;3000;3000;1650;9,36;0,00;1,07;9,36;
P3000/18;21,3;18,8;M;2000;3000;3000;3000;3000;1852;9,36;0,00;1,07;9,36;
P3000/20;23,3;20,6;M;2000;3000;3000;3000;3000;2128;12,70;0,00;1,36;12,70;
P3000/22;25,4;22,7;M;2000;3000;3000;3000;3000;2324;12,70;0,00;1,36;12,70;
P3000/24;27,5;24,8;M;2000;3000;3000;3000;3000;2605;12,70;0,00;1,36;12,70;
P3000/26;30,5;27,7;M;2000;3000;3000;3000;3000;3040;16,51;0,00;1,69;16,51;
P3000/28;32,0;29,2;M;2000;3000;3000;3000;3000;3208;16,51;0,00;1,69;16,51;
P3000/30;33,6;30,8;M;2000;3000;3000;3000;3000;3389;16,51;0,00;1,69;16,51;
P3000/33;37,7;34,3;M;2000;3000;3000;3000;3000;4063;31,08;5,33;2,05;0,00;
P3000/36;40,2;36,8;M;2000;3000;3000;3000;3000;4482;31,08;5,33;2,05;0,00;
P3000/42;46,2;42,8;M;2000;3000;3000;3000;3000;5489;37,20;6,38;2,05;0,00;
P3000/48;52,2;48,8;M;2000;3000;3000;3000;3000;6516;43,37;7,43;2,05;0,00;
P4000/12;15,5;12,8;M;2000;4000;4000;4000;4000;1391;11,06;0,00;1,18;11,06;
P4000/14;17,9;15,2;M;2000;4000;4000;4000;4000;1729;11,06;0,00;1,18;11,06;
P4000/16;19,6;16,9;M;2000;4000;4000;4000;4000;1933;11,06;0,00;1,18;11,06;
P4000/18;21,5;18,8;M;2000;4000;4000;4000;4000;2205;11,06;0,00;1,18;11,06;
P4000/20;24,5;21,6;M;2000;4000;4000;4000;4000;2571;15,36;0,00;1,55;15,36;
P4000/22;26,0;23,1;M;2000;4000;4000;4000;4000;2804;15,36;0,00;1,55;15,36;
P4000/24;27,7;24,8;M;2000;4000;4000;4000;4000;3036;15,36;0,00;1,55;15,36;
P4000/26;30,1;27,1;M;2000;4000;4000;4000;4000;3436;20,34;0,00;1,98;20,34;
P4000/28;32,5;29,5;M;2000;4000;4000;4000;4000;3688;20,34;0,00;1,98;20,34;
P4000/30;33,8;30,8;M;2000;4000;4000;4000;4000;4023;20,34;0,00;1,98;20,34;
P4000/33;37,1;33,7;M;2000;4000;4000;4000;4000;4763;39,04;6,43;1,98;0,00;
P4000/36;40,2;36,8;M;2000;4000;4000;4000;4000;5158;39,04;6,43;1,98;0,00;
P4000/42;46,2;42,8;M;2000;4000;4000;4000;4000;6455;44,86;7,37;1,98;0,00;
P4000/48;52,2;48,8;M;2000;4000;4000;4000;4000;7861;50,01;8,19;1,98;0,00;
P500/12;14,7;12,8;M;400;500;500;500;500;473;2,93;0,00;0,44;2,93;
P500/14;16,7;14,8;M;400;500;500;500;500;582;2,93;0,00;0,44;2,93;
P500/16;18,7;16,8;M;400;500;500;500;500;664;2,93;0,00;0,44;2,93;
P500/18;20,7;18,8;M;400;500;500;500;500;770;2,93;0,00;0,44;2,93;
P500/20;22,7;20,8;M;400;500;500;500;500;922;3,90;0,00;0,58;3,90;
P500/22;24,7;22,8;M;400;500;500;500;500;1021;3,90;0,00;0,58;3,90;
P500/24;26,7;24,8;M;400;500;500;500;500;1125;3,90;0,00;0,58;3,90;
P500/26;29,3;27,2;M;400;500;500;500;500;1310;5,35;0,00;0,74;5,35;
P500/28;31,1;29,0;M;400;500;500;500;500;1421;5,35;0,00;0,74;5,35;
P500/30;32,9;30,8;M;400;500;500;500;500;1560;5,35;0,00;0,74;5,35;
P500/33;36,1;33,9;M;400;500;500;500;500;1815;7,09;0,00;0,93;7,09;
P500/36;39,0;36,8;M;400;500;500;500;500;2008;7,09;0,00;0,93;7,09;
P500/42;45,1;42,8;M;400;500;500;500;500;2494;9,07;0,00;1,13;9,07;
P6000/12;15,7;12,8;M;2000;6000;6000;6000;6000;1838;15,61;0,00;1,55;15,61;
P6000/14;18,5;15,6;M;2000;6000;6000;6000;6000;2218;15,61;0,00;1,55;15,61;
P6000/16;20,0;17,1;M;2000;6000;6000;6000;6000;2465;15,61;0,00;1,55;15,61;
P6000/18;21,7;18,8;M;2000;6000;6000;6000;6000;2712;15,61;0,00;1,55;15,61;
P6000/20;24,0;21,0;M;2000;6000;6000;6000;6000;3132;22,38;0,00;2,14;22,38;
P6000/22;26,5;23,5;M;2000;6000;6000;6000;6000;3400;22,38;0,00;2,14;22,38;
P6000/24;27,8;24,8;M;2000;6000;6000;6000;6000;3726;22,38;0,00;2,14;22,38;
P6000/26;31,1;27,7;M;2000;6000;6000;6000;6000;4422;45,36;7,45;1,98;0,00;
P6000/28;32,6;29,2;M;2000;6000;6000;6000;6000;4716;45,36;7,45;1,98;0,00;
P6000/30;34,2;30,8;M;2000;6000;6000;6000;6000;5151;45,36;7,45;1,98;0,00;
P6000/33;38,1;34,7;M;2000;6000;6000;6000;6000;5867;51,07;8,36;1,98;0,00;
P6000/36;40,2;36,8;M;2000;6000;6000;6000;6000;6531;51,07;8,36;1,98;0,00;
P6000/42;46,2;42,8;M;2000;6000;6000;6000;6000;7951;56,56;9,24;1,98;0,00;
P6000/48;52,2;48,8;M;2000;6000;6000;6000;6000;9709;61,74;10,07;1,98;0,00;
P9000/12;16,2;12,8;M;2000;9000;9000;9000;9000;2193;18,95;0,00;1,64;18,95;
P9000/14;17,8;14,4;M;2000;9000;9000;9000;9000;2781;18,95;0,00;1,64;18,95;
P9000/16;20,0;16,6;M;2000;9000;9000;9000;9000;3086;18,95;0,00;1,64;18,95;
P9000/18;22,2;18,8;M;2000;9000;9000;9000;9000;3530;18,95;0,00;1,64;18,95;
P9000/20;25,1;21,6;M;2000;9000;9000;9000;9000;4224;26,83;0,00;2,24;26,83;
P9000/22;26,7;23,2;M;2000;9000;9000;9000;9000;4592;26,83;0,00;2,24;26,83;
P9000/24;28,3;24,8;M;2000;9000;9000;9000;9000;4959;26,83;0,00;2,24;26,83;
P9000/26;31,3;27,7;M;2000;9000;9000;9000;9000;5679;35,59;0,00;2,90;35,59;
P9000/28;32,8;29,2;M;2000;9000;9000;9000;9000;6059;35,59;0,00;2,90;35,59;
P9000/30;34,4;30,8;M;2000;9000;9000;9000;9000;6610;35,59;0,00;2,90;35,59;
P9000/33;38,6;34,7;M;2000;9000;9000;9000;9000;7632;68,56;10,14;2,30;0,00;
P9000/36;40,7;36,8;M;2000;9000;9000;9000;9000;8350;68,56;10,14;2,30;0,00;
P9000/42;46,7;42,8;M;2000;9000;9000;9000;9000;10316;75,34;11,13;2,30;0,00;
PORTICO;9,6;9,6;M;2000;420;2100;420;2100;0;0,00;0,00;0,00;0,00;
RD1;22,8;19,8;M;4282;5660;5660;5660;5660;3788;34,68;10,40;1,60;0,00;
RD2;25,8;22,8;M;4282;5660;5660;5660;5660;4422;38,88;11,66;1,60;0,00;
RD3;29,1;26,1;M;4282;5660;5660;5660;5660;5118;43,32;13,00;1,60;0,00;
RD4;32,4;29,4;M;4282;5660;5660;5660;5660;5889;43,32;13,00;1,60;0,00;
RD5;35,7;32,7;M;4282;5660;5660;5660;5660;6777;48,00;14,40;1,60;0,00;
RD6;38,9;35,9;M;4282;5660;5660;5660;5660;7634;48,00;14,40;1,60;0,00;
RD7;42,2;39,2;M;4282;5660;5660;5660;5660;8787;52,92;15,88;1,60;0,00;
SD1;22,4;19,8;M;1230;340;1701;340;1701;1351;11,44;1,32;5,62;0,00;
SD2;25,8;23,0;M;1230;340;1701;340;1701;1813;12,32;1,32;6,05;0,00;
SD3;29,2;26,2;M;1230;340;1701;340;1701;2250;13,20;1,32;6,48;0,00;
SD4;32,2;29,2;M;1230;340;1701;340;1701;2580;13,20;1,32;6,48;0,00;
SD5;35,2;32,2;M;1230;340;1701;340;1701;2900;13,20;1,32;6,48;0,00;
SD6;38,2;35,2;M;1230;340;1701;340;1701;3190;13,20;1,32;6,48;0,00;
WA1;39,7;36,6;M;7634;735;20773;735;20773;9849;35,84;3,47;3,52;0,00;
WA2;45,7;42,6;M;7634;735;20773;735;20773;11879;35,84;3,47;3,52;0,00;
WA3;51,7;48,6;M;7634;735;20773;735;20773;14102;35,84;3,47;3,52;0,00;
WA4;57,7;54,6;M;7634;735;20773;735;20773;16936;49,60;4,80;4,59;0,00;
WA5;63,7;60,6;M;7634;735;20773;735;20773;19298;49,60;4,80;4,59;0,00;
WA6;69,7;66,6;M;7634;735;20773;735;20773;21660;49,60;4,80;4,59;0,00;
WR1;39,4;36,6;M;7634;793;13302;793;13302;8355;21,95;1,96;2,54;0,00;
WR2;45,4;42,6;M;7634;793;13302;793;13302;10350;21,95;1,96;2,54;0,00;
WR3;51,4;48,6;M;7634;793;13302;793;13302;12450;25,20;2,25;2,90;0,00;
WR4;57,4;54,6;M;7634;793;13302;793;13302;14968;25,20;2,25;2,90;0,00;
